flight_issues.flightnum,flight_issues.num_delays,flight_issues.avg_delay,flight_issues.total_delay,flight_issues.num_cancellations
5086,174,34.241379310344826,5958,13
3526,127,46.91338582677165,5958,11
2107,264,22.564393939393938,5957,10
2164,376,15.840425531914894,5956,23
5344,218,27.31192660550459,5954,33
6078,362,16.447513812154696,5954,3
6277,240,24.8,5952,22
2589,208,28.610576923076923,5951,4
7436,133,44.714285714285715,5947,6
7416,109,54.51376146788991,5942,14
6262,172,34.53488372093023,5940,13
2494,233,25.48497854077253,5938,9
4452,175,33.93142857142857,5938,9
4431,214,27.738317757009344,5936,25
7638,113,52.51327433628319,5934,9
1366,247,24.024291497975707,5934,4
2590,240,24.720833333333335,5933,5
3220,245,24.212244897959184,5932,11
3607,266,22.289473684210527,5929,21
5581,218,27.192660550458715,5928,8
3868,250,23.704,5926,14
4033,219,27.031963470319635,5920,24
5607,300,19.73,5919,9
1966,232,25.504310344827587,5917,19
7303,95,62.27368421052632,5916,14
5234,169,34.994082840236686,5914,23
4743,320,18.478125,5913,42
4078,253,23.371541501976285,5913,11
4091,203,29.113300492610836,5910,23
4138,222,26.617117117117118,5909,33
5300,182,32.46153846153846,5908,8
2095,225,26.24888888888889,5906,1
3506,120,49.175,5901,14
1982,261,22.60153256704981,5899,9
5410,212,27.816037735849058,5897,9
5237,184,32.04347826086956,5896,8
3813,263,22.39163498098859,5889,13
4880,117,50.282051282051285,5883,10
7479,112,52.526785714285715,5883,5
6460,182,32.31318681318681,5881,2
6151,229,25.663755458515283,5877,26
6851,140,41.964285714285715,5875,19
4708,311,18.887459807073956,5874,28
5233,150,39.13333333333333,5870,18
2832,203,28.91625615763547,5870,6
5031,157,37.36942675159236,5867,17
4089,195,30.06153846153846,5862,29
4570,209,28.04306220095694,5861,56
4682,281,20.85409252669039,5860,22
2647,235,24.93617021276596,5860,4
1309,219,26.73972602739726,5856,3
4866,145,40.37241379310345,5854,31
1367,142,41.16901408450704,5846,6
6396,221,26.447963800904976,5845,8
5168,209,27.961722488038276,5844,11
4875,153,38.1437908496732,5836,25
7367,96,60.75,5832,2
5787,184,31.684782608695652,5830,10
6129,207,28.159420289855074,5829,52
5305,181,32.187845303867405,5826,9
5208,198,29.41919191919192,5825,28
2163,268,21.73134328358209,5824,6
2474,272,21.404411764705884,5822,12
6426,164,35.5,5822,1
2181,252,23.095238095238095,5820,14
4823,149,39.02684563758389,5815,7
3847,373,15.587131367292224,5814,9
4289,227,25.6079295154185,5813,15
3855,299,19.438127090301002,5812,6
4223,206,28.179611650485437,5805,22
5136,156,37.19230769230769,5802,20
3972,155,37.41935483870968,5800,19
5798,276,21.014492753623188,5800,10
2283,287,20.195121951219512,5796,5
2746,245,23.64081632653061,5792,3
5587,135,42.88148148148148,5789,15
7332,109,53.10091743119266,5788,10
2101,253,22.877470355731226,5788,2
3208,224,25.830357142857142,5786,15
2132,252,22.956349206349206,5785,13
5757,222,26.04054054054054,5781,20
5366,174,33.206896551724135,5778,8
3589,209,27.641148325358852,5777,6
6387,190,30.4,5776,3
1995,271,21.30627306273063,5774,11
7263,91,63.43956043956044,5773,10
7780,100,57.73,5773,5
4713,156,36.97435897435897,5768,12
2127,297,19.41750841750842,5767,21
4683,224,25.745535714285715,5767,15
4622,177,32.57627118644068,5766,4
2138,251,22.94422310756972,5759,16
5151,142,40.556338028169016,5759,13
3817,332,17.343373493975903,5758,12
5400,114,50.50877192982456,5758,12
7516,88,65.43181818181819,5758,11
6141,333,17.27927927927928,5754,40
4795,166,34.66265060240964,5754,8
2748,238,24.15126050420168,5748,3
3269,253,22.707509881422926,5745,11
4332,269,21.345724907063197,5742,32
6266,214,26.83177570093458,5742,9
4969,124,46.29032258064516,5740,12
6192,269,21.315985130111525,5734,29
4492,219,26.168949771689498,5731,30
2999,244,23.479508196721312,5729,
7622,98,58.43877551020408,5727,9
2273,140,40.871428571428574,5722,4
3886,241,23.738589211618258,5721,
5519,157,36.394904458598724,5714,9
3618,130,43.93846153846154,5712,13
7377,120,47.6,5712,11
7537,89,64.17977528089888,5712,4
3559,147,38.843537414965986,5710,8
6828,113,50.50442477876106,5707,5
3896,326,17.487730061349694,5701,9
4839,95,59.97894736842105,5698,6
5582,192,29.671875,5697,15
6107,359,15.869080779944289,5697,12
4269,298,19.110738255033556,5695,11
3709,254,22.41732283464567,5694,5
2628,302,18.83112582781457,5687,12
7488,107,53.14018691588785,5686,9
4793,144,39.47222222222222,5684,17
7317,93,61.11827956989247,5684,7
4442,237,23.970464135021096,5681,9
5417,180,31.544444444444444,5678,20
4763,142,39.95774647887324,5674,16
5668,123,46.13008130081301,5674,7
2716,229,24.777292576419214,5674,4
4848,135,42.007407407407406,5671,24
3267,249,22.771084337349397,5670,9
1345,217,26.129032258064516,5670,6
7505,125,45.352,5669,7
3495,179,31.670391061452513,5669,7
4983,189,29.984126984126984,5667,20
4847,145,39.08275862068965,5667,4
4083,221,25.6289592760181,5664,10
6407,198,28.606060606060606,5664,4
3833,283,20.007067137809187,5662,6
6226,222,25.495495495495497,5660,24
3252,238,23.781512605042018,5660,5
4928,205,27.6,5658,34
5816,210,26.928571428571427,5655,8
6162,209,27.033492822966508,5650,18
5283,267,21.16104868913858,5650,14
4186,271,20.8450184501845,5649,17
5438,178,31.719101123595507,5646,10
6160,258,21.87984496124031,5645,10
6287,154,36.64935064935065,5644,18
6259,165,34.18787878787879,5641,11
6569,187,30.155080213903744,5639,1
5646,249,22.634538152610443,5636,9
5561,166,33.933734939759034,5633,8
3538,133,42.35338345864662,5633,8
4855,148,38.0472972972973,5631,12
2374,240,23.458333333333332,5630,10
3812,280,20.103571428571428,5629,18
2417,193,29.16580310880829,5629,2
1353,158,35.607594936708864,5626,8
2183,320,17.575,5624,21
5068,247,22.76923076923077,5624,15
6054,249,22.582329317269075,5623,18
3784,209,26.894736842105264,5621,14
3639,231,24.333333333333332,5621,10
3343,219,25.643835616438356,5616,5
6121,347,16.181556195965417,5615,12
7379,113,49.690265486725664,5615,11
5367,148,37.932432432432435,5614,14
6101,397,14.138539042821158,5613,14
5303,205,27.370731707317074,5611,22
1314,271,20.70479704797048,5611,15
4927,136,41.25,5610,30
3466,157,35.71337579617835,5607,1
6139,229,24.480349344978166,5606,16
4205,236,23.741525423728813,5603,28
6230,194,28.84020618556701,5595,10
4009,214,26.14018691588785,5594,19
5307,117,47.81196581196581,5594,13
6133,313,17.869009584664536,5593,19
3524,156,35.84615384615385,5592,15
7271,84,66.55952380952381,5591,5
4068,213,26.24413145539906,5590,15
4585,201,27.80597014925373,5589,21
7343,84,66.52380952380952,5588,9
6203,208,26.85096153846154,5585,10
2271,247,22.60728744939271,5584,5
2397,213,26.2018779342723,5581,7
6260,283,19.710247349823323,5578,37
3758,186,29.989247311827956,5578,7
3619,235,23.714893617021275,5573,11
4215,208,26.783653846153847,5571,15
3729,224,24.866071428571427,5570,25
4495,223,24.973094170403588,5569,9
7405,138,40.34782608695652,5568,3
5189,157,35.445859872611464,5565,29
2524,232,23.987068965517242,5565,5
4825,213,26.122065727699532,5564,9
2174,296,18.78716216216216,5561,10
2129,339,16.40117994100295,5560,19
4414,304,18.286184210526315,5559,25
5199,335,16.594029850746267,5559,18
3901,138,40.28260869565217,5559,14
2564,281,19.775800711743774,5557,3
2719,188,29.55851063829787,5557,3
2898,188,29.54255319148936,5554,3
2794,219,25.360730593607308,5554,
5441,131,42.38167938931298,5552,34
2221,338,16.42603550295858,5552,12
4141,259,21.424710424710426,5549,36
2269,188,29.51595744680851,5549,3
4604,172,32.25581395348837,5548,10
6093,230,24.117391304347827,5547,6
5293,235,23.595744680851062,5545,29
5908,148,37.45945945945946,5544,13
2828,222,24.95945945945946,5541,2
4447,146,37.93150684931507,5538,15
2339,308,17.964285714285715,5533,9
4658,195,28.374358974358973,5533,5
3662,220,25.145454545454545,5532,13
5049,250,22.128,5532,4
4490,199,27.78894472361809,5530,11
2448,325,17.00923076923077,5528,6
4474,222,24.89189189189189,5526,21
2875,188,29.377659574468087,5523,11
4908,155,35.6,5518,6
4496,190,29.03684210526316,5517,4
5018,148,37.270270270270274,5516,18
7571,98,56.285714285714285,5516,9
3265,340,16.205882352941178,5510,16
4663,219,25.15525114155251,5509,11
5651,149,36.92617449664429,5502,23
3562,152,36.19736842105263,5502,11
4559,208,26.442307692307693,5500,14
3600,228,24.114035087719298,5498,24
7265,88,62.46590909090909,5497,3
3862,268,20.5,5494,8
6211,207,26.52173913043478,5490,22
4293,248,22.133064516129032,5489,10
6467,182,30.142857142857142,5486,4
7256,81,67.70370370370371,5484,5
1368,178,30.803370786516854,5483,10
3714,270,20.3,5481,10
1389,167,32.808383233532936,5479,8
4298,166,32.975903614457835,5474,14
1342,186,29.419354838709676,5472,4
6148,201,27.218905472636816,5471,17
3310,273,20.036630036630036,5470,10
2674,129,42.4031007751938,5470,8
4867,145,37.703448275862065,5467,5
4972,162,33.73456790123457,5465,47
6825,153,35.71895424836601,5465,15
5845,240,22.766666666666666,5464,12
6244,167,32.712574850299404,5463,26
5180,128,42.6796875,5463,12
5655,188,29.0531914893617,5462,14
2646,184,29.657608695652176,5457,8
6164,265,20.58490566037736,5455,15
3743,186,29.327956989247312,5455,9
4706,236,23.110169491525422,5454,8
6856,147,37.095238095238095,5453,2
5454,243,22.419753086419753,5448,23
6805,110,49.518181818181816,5447,6
5241,137,39.737226277372265,5444,12
4032,188,28.95744680851064,5444,8
4401,166,32.78915662650602,5443,14
2611,270,20.155555555555555,5442,6
6242,215,25.302325581395348,5440,19
3720,177,30.717514124293785,5437,11
2851,218,24.908256880733944,5430,12
2233,284,19.119718309859156,5430,5
5242,233,23.296137339055793,5428,15
2378,99,54.82828282828283,5428,1
6237,247,21.94736842105263,5421,16
3635,246,22.016260162601625,5416,19
6125,200,27.08,5416,18
7752,75,72.2,5415,7
5806,204,26.534313725490197,5413,13
5569,160,33.8125,5410,13
7428,112,48.30357142857143,5410,7
3832,281,19.245551601423486,5408,21
5583,208,25.995192307692307,5407,10
2681,218,24.793577981651374,5405,
2370,241,22.41908713692946,5403,19
5817,144,37.520833333333336,5403,11
6885,98,55.07142857142857,5397,1
4615,214,25.214953271028037,5396,18
2359,224,24.089285714285715,5396,2
7548,111,48.5945945945946,5394,8
2483,259,20.822393822393824,5393,7
6820,90,59.922222222222224,5393,3
4468,234,23.03846153846154,5391,19
4584,154,34.98701298701299,5388,18
6428,208,25.89903846153846,5387,16
6849,83,64.87951807228916,5385,9
3411,217,24.806451612903224,5383,5
7262,90,59.8,5382,6
6468,142,37.901408450704224,5382,6
5538,196,27.45408163265306,5381,21
6271,260,20.692307692307693,5380,12
5706,189,28.465608465608465,5380,6
4642,275,19.56,5379,14
5516,191,28.151832460732983,5377,33
2549,256,21.00390625,5377,6
6439,152,35.375,5377,6
6858,92,58.44565217391305,5377,
4877,132,40.72727272727273,5376,19
4614,241,22.307053941908713,5376,15
5496,153,35.13725490196079,5376,14
2557,275,19.541818181818183,5374,4
5020,243,22.11111111111111,5373,30
2695,347,15.47550432276657,5370,17
5279,148,36.270270270270274,5368,16
4789,224,23.946428571428573,5364,15
2315,181,29.629834254143645,5363,26
2007,297,18.053872053872055,5362,18
5187,220,24.37272727272727,5362,12
3242,237,22.620253164556964,5361,6
3831,376,14.25,5358,12
1387,336,15.943452380952381,5357,15
6069,288,18.59722222222222,5356,24
3861,234,22.88888888888889,5356,7
5325,202,26.50990099009901,5355,14
4655,186,28.78494623655914,5354,18
7476,112,47.80357142857143,5354,3
2100,231,23.164502164502164,5351,9
2330,200,26.755,5351,7
5182,150,35.67333333333333,5351,6
5455,155,34.516129032258064,5350,13
5760,158,33.85443037974684,5349,14
2067,240,22.279166666666665,5347,14
2961,234,22.85042735042735,5347,
2836,134,39.88059701492537,5344,8
3835,289,18.484429065743946,5342,10
2436,255,20.941176470588236,5340,2
3504,144,37.076388888888886,5339,5
6334,302,17.665562913907284,5335,7
5663,109,48.88990825688074,5329,20
6462,172,30.982558139534884,5329,2
7557,64,83.25,5328,3
6267,215,24.76279069767442,5324,11
2912,270,19.711111111111112,5322,8
5825,278,19.1294964028777,5318,17
5479,206,25.796116504854368,5314,16
3505,165,32.163636363636364,5307,11
4630,181,29.314917127071823,5306,18
2526,286,18.552447552447553,5306,2
7614,105,50.523809523809526,5305,12
2810,201,26.393034825870647,5305,3
7420,93,57.0,5301,7
5035,181,29.276243093922652,5299,34
4730,243,21.80658436213992,5299,18
5214,163,32.50920245398773,5299,15
3325,286,18.52097902097902,5297,17
2809,167,31.70059880239521,5294,6
6835,122,43.368852459016395,5291,8
4102,224,23.616071428571427,5290,14
4541,155,34.12903225806452,5290,12
2418,247,21.40485829959514,5287,17
2478,210,25.16190476190476,5284,5
4769,153,34.509803921568626,5280,17
6070,302,17.483443708609272,5280,3
4624,159,33.20125786163522,5279,12
2334,286,18.458041958041957,5279,10
4222,195,27.066666666666666,5278,15
5248,116,45.48275862068966,5276,17
3716,243,21.707818930041153,5275,26
5271,301,17.498338870431894,5267,36
4548,244,21.577868852459016,5265,25
5324,154,34.18181818181818,5264,52
6879,137,38.4014598540146,5261,7
7340,110,47.80909090909091,5259,8
3365,213,24.68075117370892,5257,9
3537,145,36.255172413793105,5257,5
5512,204,25.764705882352942,5256,17
3696,174,30.20689655172414,5256,8
4735,140,37.542857142857144,5256,7
5791,204,25.745098039215687,5252,17
5097,211,24.872037914691944,5248,23
3492,143,36.6993006993007,5248,8
7588,95,55.242105263157896,5248,5
3602,186,28.198924731182796,5245,12
3682,187,28.02139037433155,5240,25
2409,209,25.071770334928228,5240,4
7574,110,47.627272727272725,5239,9
5152,170,30.8,5236,28
7372,107,48.91588785046729,5234,11
6112,177,29.570621468926554,5234,9
2791,190,27.542105263157893,5233,1
3759,175,29.897142857142857,5232,8
3560,130,40.246153846153845,5232,5
7421,95,55.05263157894737,5230,11
2655,228,22.92543859649123,5227,10
2501,170,30.741176470588236,5226,6
5216,174,30.011494252873565,5222,13
2051,220,23.704545454545453,5215,8
5534,174,29.95977011494253,5213,
7627,98,53.183673469387756,5212,4
6256,156,33.39102564102564,5209,2
2632,206,25.24757281553398,5201,7
4041,190,27.36315789473684,5199,5
3703,203,25.610837438423644,5199,3
4947,185,28.0972972972973,5198,4
5568,105,49.49523809523809,5197,23
4593,179,29.033519553072626,5197,6
4890,175,29.69142857142857,5196,29
3650,214,24.2803738317757,5196,11
3658,232,22.38362068965517,5193,10
4914,184,28.130434782608695,5176,45
3490,161,32.08074534161491,5165,13
2694,119,43.39495798319328,5164,4
4929,141,36.61702127659574,5163,27
2661,294,17.55442176870748,5161,26
3739,182,28.357142857142858,5161,6
1308,188,27.430851063829788,5157,4
5566,158,32.59493670886076,5150,11
3728,178,28.921348314606742,5148,24
3692,273,18.853479853479854,5147,17
4940,142,36.23943661971831,5146,25
3888,300,17.136666666666667,5141,17
5688,179,28.720670391061454,5141,17
4486,162,31.703703703703702,5136,21
2559,224,22.919642857142858,5134,3
5352,113,45.424778761061944,5133,22
3295,110,46.654545454545456,5132,8
5140,149,34.41610738255034,5128,31
7410,98,52.316326530612244,5127,8
5393,114,44.921052631578945,5121,21
3605,244,20.983606557377048,5120,32
6307,318,16.09433962264151,5118,22
3200,284,18.02112676056338,5118,14
5009,162,31.580246913580247,5116,13
3346,156,32.78846153846154,5115,6
3762,173,29.55491329479769,5113,17
5471,136,37.5735294117647,5110,17
7432,107,47.757009345794394,5110,10
4059,314,16.264331210191084,5107,11
2585,202,25.277227722772277,5106,8
7348,104,49.08653846153846,5105,8
3353,204,25.019607843137255,5104,9
2536,213,23.943661971830984,5100,7
6168,193,26.38860103626943,5093,24
4266,237,21.48945147679325,5093,21
6846,181,28.132596685082873,5092,21
3248,195,26.112820512820512,5092,7
5103,148,34.398648648648646,5091,7
5545,252,20.1984126984127,5090,20
3162,158,32.21518987341772,5090,15
7536,76,66.96052631578948,5089,3
3507,128,39.75,5088,10
3404,224,22.696428571428573,5084,10
5273,231,22.0,5082,22
5751,202,25.15841584158416,5082,14
7382,68,74.73529411764706,5082,4
4844,120,42.333333333333336,5080,19
7512,109,46.57798165137615,5077,5
5329,140,36.24285714285714,5074,10
2938,181,28.016574585635357,5071,6
4117,176,28.806818181818183,5070,30
7337,101,50.198019801980195,5070,9
4546,265,19.12452830188679,5068,17
2195,278,18.223021582733814,5066,2
3499,197,25.700507614213198,5063,7
2847,158,32.04430379746835,5063,
5823,257,19.69260700389105,5061,28
6134,156,32.42948717948718,5059,20
5224,202,25.03960396039604,5058,21
4762,196,25.79591836734694,5056,
2760,105,48.12380952380953,5053,10
5580,182,27.74175824175824,5049,10
2571,294,17.1734693877551,5049,8
3511,157,32.152866242038215,5048,10
6098,292,17.284246575342465,5047,36
3816,214,23.574766355140188,5045,16
1391,153,32.96078431372549,5043,11
7623,89,56.662921348314605,5043,7
2918,218,23.128440366972477,5042,8
5017,199,25.326633165829147,5040,16
3509,172,29.27906976744186,5036,14
5703,242,20.8099173553719,5036,8
4024,226,22.278761061946902,5035,7
4806,199,25.2964824120603,5034,10
5613,166,30.301204819277107,5030,14
4437,177,28.418079096045197,5030,5
6812,92,54.66304347826087,5029,19
7468,101,49.79207920792079,5029,9
5537,141,35.638297872340424,5025,21
3340,170,29.55294117647059,5024,7
2576,238,21.105042016806724,5023,14
7462,89,56.42696629213483,5022,8
7254,81,61.97530864197531,5020,7
7359,82,61.170731707317074,5016,7
2640,185,27.09189189189189,5012,12
2312,260,19.276923076923076,5012,1
6207,274,18.28832116788321,5011,28
3452,77,65.07792207792208,5011,9
4854,172,29.093023255813954,5004,27
5493,173,28.90173410404624,5000,10
7497,104,48.03846153846154,4996,18
2115,193,25.8860103626943,4996,13
4831,121,41.28099173553719,4995,17
2992,266,18.778195488721803,4995,6
2284,181,27.574585635359117,4991,2
2242,215,23.2,4988,2
2858,205,24.302439024390242,4982,3
3259,218,22.839449541284402,4979,12
6435,174,28.614942528735632,4979,8
4074,217,22.94009216589862,4978,15
5220,211,23.587677725118482,4977,15
2736,231,21.545454545454547,4977,2
5332,148,33.62162162162162,4976,15
4650,172,28.8953488372093,4970,5
6497,187,26.577540106951872,4970,4
4887,185,26.85945945945946,4969,15
4829,214,23.214953271028037,4968,20
5184,172,28.872093023255815,4966,14
3615,173,28.705202312138727,4966,13
4498,238,20.857142857142858,4964,11
2622,195,25.44102564102564,4961,16
4191,161,30.80745341614907,4960,15
4412,163,30.42331288343558,4959,3
3515,198,25.04040404040404,4958,7
3516,152,32.60526315789474,4956,9
4105,209,23.708133971291865,4955,30
4564,153,32.38562091503268,4955,21
2830,192,25.802083333333332,4954,7
7506,76,65.1842105263158,4954,4
3567,135,36.681481481481484,4952,8
2462,300,16.49,4947,9
3678,185,26.72972972972973,4945,26
4071,202,24.480198019801982,4945,16
9546,210,23.50952380952381,4937,17
7629,77,64.06493506493507,4933,12
6285,252,19.571428571428573,4932,15
5246,148,33.317567567567565,4931,
6058,160,30.8125,4930,32
2119,256,19.2578125,4930,15
4485,140,35.214285714285715,4930,13
3527,152,32.421052631578945,4928,7
4672,160,30.7875,4926,14
3889,255,19.305882352941175,4923,7
3561,162,30.38888888888889,4923,4
4889,146,33.66438356164384,4915,21
4925,119,41.294117647058826,4914,16
5453,164,29.951219512195124,4912,11
4603,140,35.07142857142857,4910,19
7249,79,62.151898734177216,4910,4
4639,179,27.385474860335197,4902,13
2295,219,22.374429223744293,4900,2
6212,216,22.666666666666668,4896,11
3502,166,29.49397590361446,4896,5
3870,229,21.37117903930131,4894,10
5310,205,23.853658536585368,4890,20
7368,93,52.56989247311828,4889,11
4501,187,26.13903743315508,4888,17
4513,131,37.29007633587786,4885,16
5860,151,32.34437086092715,4884,30
3804,217,22.497695852534562,4882,1
6441,138,35.369565217391305,4881,8
3284,149,32.758389261744966,4881,6
5314,222,21.98198198198198,4880,12
3713,240,20.320833333333333,4877,32
2883,171,28.514619883040936,4876,4
5074,136,35.838235294117645,4874,16
3737,226,21.56637168141593,4874,9
2541,231,21.095238095238095,4873,1
5065,225,21.653333333333332,4872,12
4837,162,30.067901234567902,4871,21
7228,82,59.40243902439025,4871,11
5099,169,28.810650887573964,4869,25
2305,212,22.933962264150942,4862,9
1388,166,29.283132530120483,4861,7
5356,125,38.872,4859,16
4997,153,31.758169934640524,4859,14
3790,175,27.76,4858,13
2944,199,24.412060301507537,4858,4
2630,208,23.35576923076923,4858,3
1348,211,23.01421800947867,4856,13
7508,95,51.07368421052632,4852,9
2843,235,20.646808510638298,4852,5
3282,134,36.201492537313435,4851,6
5252,183,26.502732240437158,4850,10
6802,130,37.3,4849,8
3613,234,20.71794871794872,4848,15
6264,140,34.628571428571426,4848,9
4416,162,29.91358024691358,4846,13
3761,192,25.234375,4845,10
6801,116,41.76724137931034,4845,4
4961,132,36.65151515151515,4838,10
7746,73,66.23287671232876,4835,8
3792,159,30.37735849056604,4830,18
4110,153,31.568627450980394,4830,16
3681,193,25.015544041450777,4828,12
2910,189,25.53968253968254,4827,8
3640,212,22.754716981132077,4824,28
5072,124,38.88709677419355,4822,13
6293,173,27.86705202312139,4821,23
5150,267,18.04868913857678,4819,29
5824,278,17.334532374100718,4819,24
5219,204,23.622549019607842,4819,17
5296,211,22.81516587677725,4814,11
6075,250,19.252,4813,17
2650,191,25.198952879581153,4813,6
5854,192,25.057291666666668,4811,25
5653,168,28.607142857142858,4806,6
3776,134,35.850746268656714,4804,12
1399,256,18.765625,4804,
5204,167,28.760479041916167,4803,11
7538,87,55.206896551724135,4803,9
6748,163,29.466257668711656,4803,9
7628,95,50.55789473684211,4803,7
7443,105,45.72380952380952,4801,2
6870,87,55.18390804597701,4801,1
3571,160,29.98125,4797,5
7531,93,51.58064516129032,4797,2
5200,261,18.375478927203066,4796,34
4764,190,25.242105263157896,4796,7
5570,111,43.108108108108105,4785,25
4791,155,30.851612903225806,4782,8
2664,193,24.77720207253886,4782,5
7521,71,67.32394366197182,4780,14
7633,100,47.77,4777,7
4216,166,28.771084337349397,4776,7
3976,131,36.44274809160305,4774,10
7341,98,48.714285714285715,4774,6
5445,213,22.408450704225352,4773,4
2225,206,23.16990291262136,4773,4
6284,233,20.472103004291846,4770,10
2654,196,24.336734693877553,4770,5
7634,105,45.39047619047619,4766,11
7706,96,49.614583333333336,4763,4
2765,216,22.01851851851852,4756,1
5492,161,29.53416149068323,4755,7
6279,158,30.082278481012658,4753,29
5795,169,28.124260355029588,4753,18
4308,189,25.14814814814815,4753,14
4016,162,29.320987654320987,4750,16
4044,202,23.514851485148515,4750,14
2472,219,21.689497716894977,4750,2
3278,161,29.496894409937887,4749,9
4651,197,24.071065989847718,4742,19
4882,134,35.38805970149254,4742,9
4734,190,24.957894736842107,4742,6
2523,195,24.317948717948717,4742,3
5678,256,18.51953125,4741,6
3442,237,19.9957805907173,4739,11
3373,180,26.322222222222223,4738,7
2552,155,30.516129032258064,4730,5
2518,301,15.710963455149502,4729,12
4429,212,22.297169811320753,4727,23
3351,211,22.402843601895736,4727,12
5723,142,33.23943661971831,4720,5
2616,273,17.285714285714285,4719,10
6034,223,21.161434977578477,4719,2
2862,206,22.898058252427184,4717,2
5949,147,32.08163265306123,4716,2
1341,148,31.85135135135135,4714,19
6071,254,18.559055118110237,4714,7
6119,310,15.206451612903226,4714,6
5156,188,25.069148936170212,4713,18
4488,148,31.83783783783784,4712,16
2486,274,17.193430656934307,4711,9
3751,182,25.86813186813187,4708,5
6859,106,44.39622641509434,4706,7
2510,237,19.856540084388186,4706,
3732,191,24.63350785340314,4705,5
7575,87,54.08045977011494,4705,3
2693,210,22.366666666666667,4697,4
3593,142,33.070422535211264,4696,11
3219,121,38.80165289256198,4695,1
6161,197,23.82741116751269,4694,16
5490,141,33.283687943262414,4693,12
3708,209,22.449760765550238,4692,22
5797,90,52.13333333333333,4692,12
2457,302,15.536423841059603,4692,4
4112,204,22.995098039215687,4691,17
5856,130,36.08461538461538,4691,8
7231,91,51.51648351648352,4688,3
5705,116,40.41379310344828,4688,
4916,84,55.785714285714285,4686,37
1766,235,19.940425531914894,4686,23
5317,128,36.609375,4686,22
3795,242,19.363636363636363,4686,18
3332,217,21.59447004608295,4686,14
7492,85,55.10588235294118,4684,7
4664,169,27.70414201183432,4682,5
6095,301,15.548172757475083,4680,13
6238,192,24.375,4680,5
6853,158,29.620253164556964,4680,4
7464,79,59.20253164556962,4677,9
5308,143,32.6993006993007,4676,19
3305,204,22.92156862745098,4676,7
5595,151,30.95364238410596,4674,20
5699,215,21.73488372093023,4673,24
3768,150,31.14666666666667,4672,8
5649,139,33.60431654676259,4671,9
4509,157,29.726114649681527,4667,22
4360,217,21.506912442396313,4667,14
5266,117,39.88034188034188,4666,15
5130,216,21.583333333333332,4662,11
6094,318,14.654088050314465,4660,18
7230,85,54.8,4658,4
5361,157,29.662420382165607,4657,9
2866,260,17.907692307692308,4656,6
5232,130,35.792307692307695,4653,17
2573,251,18.529880478087648,4651,10
2229,192,24.203125,4647,
5675,207,22.43961352657005,4645,16
2207,247,18.793522267206477,4642,3
2338,162,28.64814814814815,4641,4
2876,240,19.3375,4641,
5353,134,34.62686567164179,4640,12
4569,154,30.123376623376622,4639,19
6091,254,18.263779527559056,4639,10
5396,145,31.99310344827586,4639,5
5247,126,36.801587301587304,4637,16
5113,165,28.078787878787878,4633,9
2440,161,28.77639751552795,4633,5
3523,156,29.692307692307693,4632,14
4930,197,23.507614213197968,4631,9
3285,195,23.743589743589745,4630,5
5527,211,21.938388625592417,4629,23
7612,95,48.71578947368421,4628,11
4143,249,18.582329317269075,4627,23
3767,178,25.98876404494382,4626,5
4321,192,24.078125,4623,23
2801,208,22.22596153846154,4623,7
7620,88,52.53409090909091,4623,5
2861,206,22.436893203883496,4622,7
2492,270,17.103703703703705,4618,6
4457,149,30.97986577181208,4616,5
5765,156,29.57051282051282,4613,9
2591,200,23.04,4608,1
3757,198,23.267676767676768,4607,14
7542,108,42.638888888888886,4605,8
3573,176,26.15909090909091,4604,6
5828,110,41.845454545454544,4603,24
2419,195,23.605128205128207,4603,8
5572,142,32.40845070422535,4602,5
5054,131,35.12213740458015,4601,28
6453,140,32.85,4599,2
4864,128,35.8984375,4595,11
7485,98,46.87755102040816,4594,2
3290,242,18.975206611570247,4592,2
2429,168,27.327380952380953,4591,9
4302,152,30.19736842105263,4590,20
4591,174,26.379310344827587,4590,3
2690,118,38.88135593220339,4588,33
3309,310,14.8,4588,18
2263,211,21.729857819905213,4585,11
7320,136,33.713235294117645,4585,4
5560,192,23.875,4584,11
3336,184,24.907608695652176,4583,5
7653,81,56.58024691358025,4583,4
4065,185,24.762162162162163,4581,12
5720,190,24.1,4579,10
6740,126,36.34126984126984,4579,5
4472,195,23.48205128205128,4579,2
2941,218,21.0,4578,4
2850,179,25.56983240223464,4577,4
3555,208,22.0,4576,11
6159,226,20.243362831858406,4575,14
4857,115,39.74782608695652,4571,26
5871,131,34.87786259541985,4569,2
3575,200,22.835,4567,11
3707,227,20.11894273127753,4567,7
5484,163,28.012269938650306,4566,5
4952,179,25.491620111731844,4563,18
2964,236,19.334745762711865,4563,4
5420,101,45.16831683168317,4562,22
3016,130,35.09230769230769,4562,11
1907,285,15.996491228070175,4559,12
3887,242,18.834710743801654,4558,24
4636,148,30.763513513513512,4553,12
5551,117,38.9059829059829,4552,58
5762,191,23.832460732984295,4552,11
2204,213,21.347417840375588,4547,9
2168,296,15.358108108108109,4546,18
6693,219,20.75799086757991,4546,8
2625,176,25.829545454545453,4546,1
5719,203,22.389162561576356,4545,9
2911,196,23.18877551020408,4545,2
6089,189,24.037037037037038,4543,6
9536,154,29.493506493506494,4542,10
3258,187,24.267379679144383,4538,9
3772,146,31.075342465753426,4537,13
5507,146,31.061643835616437,4535,13
3251,171,26.52046783625731,4535,2
